,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
134,1970-02-09T02:15:46.530Z,19.3333333,-155.17966669999998,5.252000000000001,1.92,ml,17.0,205.0,,0.09,hv,hv19700397,2020-03-31T19:49:26.410Z,"13 km SSE of Volcano, Hawaii",earthquake,0.93,0.86,0.05,1.0,reviewed,hv,hv
135,1970-02-09T02:02:20.080Z,19.3741667,-155.2403333,0.556,,,9.0,109.0,,0.11,hv,hv19700396,2020-03-31T19:49:26.270Z,"7 km S of Volcano, Hawaii",earthquake,0.61,0.64,,,reviewed,hv,hv
136,1970-02-09T00:57:44.090Z,19.385,-155.2805,1.756,,,9.0,107.0,,0.07,hv,hv19700395,2020-03-31T19:49:26.140Z,"8 km SW of Volcano, Hawaii",earthquake,0.49,0.56,,,reviewed,hv,hv
137,1970-02-09T00:53:27.910Z,46.884666700000004,-119.41716670000001,1.555,1.6,md,5.0,146.0,0.1402,0.15,uw,uw10836098,2016-07-24T23:40:17.460Z,"16 km E of Royal City, Washington",earthquake,0.045,0.19,0.22,0.0,reviewed,uw,uw
138,1970-02-08T23:42:07.690Z,19.1913333,-155.691,9.522,,,6.0,262.0,,0.15,hv,hv19700394,2020-03-31T19:49:26.010Z,"Island of Hawaii, Hawaii",earthquake,2.72,1.77,,,reviewed,hv,hv
139,1970-02-08T23:15:49.840Z,35.3866667,-118.514,6.0,2.73,ml,8.0,85.0,0.2774,0.45,ci,ci3324941,2016-01-29T01:24:07.840Z,"22km S of Bodfish, CA",earthquake,1.25,31.61,0.03,3.0,reviewed,ci,ci
140,1970-02-08T21:58:47.570Z,19.2916667,-155.23833330000002,-0.188,2.47,ml,20.0,192.0,,0.17,hv,hv19700393,2020-03-31T19:49:25.870Z,"16 km S of Volcano, Hawaii",earthquake,0.81,0.37,0.06,1.0,reviewed,hv,hv
141,1970-02-08T21:32:32.760Z,19.3908333,-155.2603333,1.486,2.02,ml,15.0,88.0,,0.12,hv,hv19700392,2020-03-31T19:49:25.730Z,"6 km SSW of Volcano, Hawaii",earthquake,0.42,0.44,,1.0,reviewed,hv,hv
142,1970-02-08T20:55:00.170Z,19.2738333,-155.2195,4.492,,,12.0,216.0,,0.08,hv,hv19700391,2020-03-31T19:49:25.600Z,"18 km S of Volcano, Hawaii",earthquake,1.27,4.53,,,reviewed,hv,hv
143,1970-02-08T20:13:17.620Z,46.4315,-119.259,2.417,1.9,md,5.0,115.0,0.1415,0.06,uw,uw10836093,2016-07-24T23:40:17.240Z,"16 km NNE of West Richland, Washington",earthquake,0.242,2.95,0.21,0.0,reviewed,uw,uw
144,1970-02-08T20:01:26.570Z,19.284000000000002,-155.2226667,7.332000000000001,2.01,ml,19.0,188.0,,0.1,hv,hv19700390,2020-03-31T19:49:25.450Z,"17 km S of Volcano, Hawaii",earthquake,0.81,1.0,,1.0,reviewed,hv,hv
145,1970-02-08T19:36:19.100Z,19.3805,-155.282,1.656,1.85,ml,12.0,100.0,,0.11,hv,hv19700389,2020-03-31T19:49:25.280Z,"8 km SW of Volcano, Hawaii",earthquake,0.49,0.45,,1.0,reviewed,hv,hv
146,1970-02-08T19:33:01.170Z,19.3453333,-155.2958333,30.198,2.47,ml,21.0,78.0,,0.07,hv,hv19700388,2020-03-31T19:49:25.120Z,"12 km SSW of Volcano, Hawaii",earthquake,0.79,0.94,0.07,1.0,reviewed,hv,hv
147,1970-02-08T18:19:10.650Z,19.3821667,-155.24366669999998,1.206,2.45,ml,16.0,81.0,,0.16,hv,hv19700387,2020-03-31T19:49:24.960Z,"6 km S of Volcano, Hawaii",earthquake,0.43,0.66,0.44,1.0,reviewed,hv,hv
148,1970-02-08T17:35:58.780Z,19.382333300000003,-155.247,1.1159999999999999,,,9.0,86.0,,0.08,hv,hv19700386,2020-03-31T19:49:24.810Z,"6 km SSW of Volcano, Hawaii",earthquake,0.46,0.71,,,reviewed,hv,hv
149,1970-02-08T17:33:50.730Z,19.178333300000002,-155.4708333,9.072000000000001,,,15.0,170.0,,0.09,hv,hv19700385,2020-03-31T19:49:24.660Z,"2 km SSE of P?hala, Hawaii",earthquake,0.89,1.41,,,reviewed,hv,hv
150,1970-02-08T16:53:39.020Z,19.380833300000003,-155.282,1.226,1.81,ml,12.0,99.0,,0.12,hv,hv19700384,2020-03-31T19:49:24.500Z,"8 km SW of Volcano, Hawaii",earthquake,0.56,0.45,,0.0,reviewed,hv,hv
151,1970-02-08T15:31:43.720Z,19.3553333,-155.2046667,2.082,,,8.0,172.0,,0.07,hv,hv19700383,2020-03-31T19:49:24.370Z,"10 km SSE of Volcano, Hawaii",earthquake,1.21,0.6,,,reviewed,hv,hv
152,1970-02-08T13:29:34.440Z,33.1071667,-118.56583329999998,6.0,2.99,ml,12.0,217.0,1.09,0.47,ci,ci3324937,2016-01-29T01:38:28.650Z,"9km NNE of San Clemente Is. (NW tip), CA",earthquake,1.76,31.61,0.2,7.0,reviewed,ci,ci
153,1970-02-08T08:58:46.380Z,19.3768333,-155.28666669999998,0.506,1.42,ml,9.0,112.0,,0.11,hv,hv19700382,2020-03-31T19:49:24.220Z,"9 km SW of Volcano, Hawaii",earthquake,0.38,0.49,,1.0,reviewed,hv,hv
154,1970-02-08T08:51:50.730Z,19.389166699999997,-155.28066669999998,1.521,1.47,ml,9.0,110.0,,0.04,hv,hv19700381,2020-03-31T19:49:24.090Z,"7 km SW of Volcano, Hawaii",earthquake,0.45,0.48,,1.0,reviewed,hv,hv
155,1970-02-08T08:49:52.430Z,19.386833300000003,-155.28033330000002,0.937,2.09,ml,10.0,66.0,,0.1,hv,hv19700380,2020-03-31T19:49:23.960Z,"7 km SW of Volcano, Hawaii",earthquake,0.46,0.38,0.01,1.0,reviewed,hv,hv
156,1970-02-08T08:43:51.340Z,19.382666699999998,-155.28283330000002,1.416,2.48,ml,14.0,59.0,,0.08,hv,hv19700379,2020-03-31T19:49:23.820Z,"8 km SW of Volcano, Hawaii",earthquake,0.38,0.34,0.42,2.0,reviewed,hv,hv
157,1970-02-08T07:21:56.480Z,19.3268333,-155.15216669999998,6.2620000000000005,,,12.0,275.0,,0.06,hv,hv19700378,2020-03-31T19:49:23.680Z,"15 km SE of Volcano, Hawaii",earthquake,2.95,1.05,,,reviewed,hv,hv
158,1970-02-08T06:25:21.080Z,19.393666699999997,-155.2586667,1.466,1.43,ml,9.0,123.0,,0.06,hv,hv19700377,2020-03-31T19:49:23.550Z,"6 km SSW of Volcano, Hawaii",earthquake,0.53,0.65,,1.0,reviewed,hv,hv
159,1970-02-08T04:18:18.850Z,19.369166699999997,-155.3055,31.105999999999998,2.12,ml,18.0,69.0,,0.09,hv,hv19700376,2020-03-31T19:49:23.400Z,"11 km SW of Volcano, Hawaii",earthquake,0.88,1.56,0.43,1.0,reviewed,hv,hv
160,1970-02-07T22:49:56.750Z,46.926,-119.43216670000001,4.178999999999999,1.8,md,4.0,258.0,0.1428,0.16,uw,uw10836088,2016-07-24T23:40:17.010Z,"15 km E of Royal City, Washington",earthquake,1.19,0.84,0.17,0.0,reviewed,uw,uw
161,1970-02-07T21:48:43.360Z,19.395,-155.2526667,2.296,2.19,ml,10.0,231.0,,0.09,hv,hv19700375,2020-03-31T19:49:23.260Z,"5 km SSW of Volcano, Hawaii",earthquake,1.61,0.76,0.01,1.0,reviewed,hv,hv
162,1970-02-07T18:00:56.430Z,19.318666699999998,-155.0841667,6.224,2.27,ml,14.0,236.0,,0.14,hv,hv19700374,2020-03-31T19:49:23.120Z,"17 km SSE of Fern Forest, Hawaii",earthquake,1.31,1.58,0.12,2.0,reviewed,hv,hv
163,1970-02-07T16:22:09.360Z,19.387666699999997,-155.246,1.581,2.33,ml,12.0,91.0,,0.12,hv,hv19700373,2020-03-31T19:49:22.980Z,"6 km SSW of Volcano, Hawaii",earthquake,0.54,0.83,0.08,1.0,reviewed,hv,hv
164,1970-02-07T14:05:30.250Z,19.3843333,-155.2475,1.266,1.21,ml,10.0,88.0,,0.06,hv,hv19700372,2020-03-31T19:49:22.700Z,"6 km SSW of Volcano, Hawaii",earthquake,0.43,0.71,,1.0,reviewed,hv,hv
165,1970-02-07T12:07:35.000Z,47.284,153.782,15.0,6.0,mw,,,,,iscgem,iscgem798901,2015-05-13T18:53:03.000Z,Kuril Islands,earthquake,,,,,automatic,iscgem,iscgem
166,1970-02-07T11:38:16.830Z,19.3831667,-155.28566669999998,1.876,2.33,ml,13.0,61.0,,0.11,hv,hv19700371,2020-03-31T19:49:22.570Z,"8 km SW of Volcano, Hawaii",earthquake,0.44,0.39,0.1,1.0,reviewed,hv,hv
167,1970-02-07T10:01:05.000Z,47.184,154.092,15.0,6.0,mw,,,,,iscgem,iscgem798892,2015-05-13T18:53:03.000Z,Kuril Islands,earthquake,,,,,automatic,iscgem,iscgem
168,1970-02-07T07:47:45.590Z,46.4281667,-119.30166670000001,-0.303,1.8,md,6.0,117.0,0.171,0.22,uw,uw10836083,2016-07-24T23:40:16.790Z,"14 km NNE of West Richland, Washington",earthquake,0.05,0.12,0.27,0.0,reviewed,uw,uw
169,1970-02-07T06:03:29.290Z,19.3845,-155.24366669999998,1.506,,,8.0,175.0,,0.02,hv,hv19700370,2020-03-31T19:49:22.440Z,"6 km S of Volcano, Hawaii",earthquake,0.54,0.74,,,reviewed,hv,hv
170,1970-02-07T00:12:21.500Z,19.390166699999998,-155.2775,2.636,,,9.0,149.0,,0.07,hv,hv19700369,2020-03-31T19:49:22.300Z,"7 km SW of Volcano, Hawaii",earthquake,0.88,0.63,,,reviewed,hv,hv
171,1970-02-06T23:02:27.720Z,19.403,-155.2508333,-0.142,1.76,ml,5.0,260.0,,0.05,hv,hv19700368,2020-03-31T19:49:22.170Z,"4 km SSW of Volcano, Hawaii",earthquake,7.88,5.18,,1.0,reviewed,hv,hv
172,1970-02-06T22:48:56.430Z,19.387666699999997,-155.2505,1.686,,,7.0,234.0,,0.05,hv,hv19700367,2020-03-31T19:49:22.040Z,"6 km SSW of Volcano, Hawaii",earthquake,1.74,0.8,,,reviewed,hv,hv
173,1970-02-06T22:37:09.240Z,19.3848333,-155.281,1.646,,,6.0,149.0,,0.03,hv,hv19700366,2020-03-31T19:49:21.920Z,"8 km SW of Volcano, Hawaii",earthquake,0.59,0.74,,,reviewed,hv,hv
174,1970-02-06T22:10:41.000Z,23.083000000000002,100.771,10.0,6.1,mw,,,,,iscgem,iscgem798878,2020-07-10T00:23:40.369Z,"120 km N of Jinghong, China",earthquake,,,,,automatic,iscgem,iscgem
175,1970-02-06T20:14:12.050Z,19.387999999999998,-155.2813333,1.636,,,7.0,134.0,,0.03,hv,hv19700365,2020-03-31T19:49:21.790Z,"7 km SW of Volcano, Hawaii",earthquake,0.58,0.69,,,reviewed,hv,hv
176,1970-02-06T18:10:27.590Z,19.389,-155.27933330000002,1.511,2.79,ml,16.0,75.0,,0.11,hv,hv19700364,2020-03-31T19:49:21.650Z,"7 km SW of Volcano, Hawaii",earthquake,0.4,0.26,0.29,2.0,reviewed,hv,hv
177,1970-02-06T16:37:46.240Z,19.386,-155.28,1.526,2.49,ml,15.0,55.0,,0.15,hv,hv19700363,2020-03-31T19:49:21.510Z,"7 km SW of Volcano, Hawaii",earthquake,0.52,0.43,0.03,1.0,reviewed,hv,hv
178,1970-02-06T15:45:13.390Z,19.3306667,-155.1685,3.892,1.56,ml,11.0,263.0,,0.09,hv,hv19700362,2020-03-31T19:49:21.370Z,"14 km SSE of Volcano, Hawaii",earthquake,3.49,3.87,,1.0,reviewed,hv,hv
179,1970-02-06T14:39:59.900Z,19.3878333,-155.2461667,0.6659999999999999,1.59,ml,10.0,93.0,,0.07,hv,hv19700361,2020-03-31T19:49:21.240Z,"6 km SSW of Volcano, Hawaii",earthquake,0.36,0.68,,1.0,reviewed,hv,hv
180,1970-02-06T13:02:45.870Z,19.393333300000002,-155.27966669999998,1.361,2.01,ml,11.0,117.0,,0.09,hv,hv19700360,2020-03-31T19:49:21.100Z,"7 km SW of Volcano, Hawaii",earthquake,0.6,0.42,0.08,1.0,reviewed,hv,hv
181,1970-02-06T12:22:31.590Z,19.389833300000003,-155.3738333,4.6160000000000005,1.71,ml,14.0,157.0,,0.12,hv,hv19700359,2020-03-31T19:49:20.960Z,"15 km WSW of Volcano, Hawaii",earthquake,0.84,2.17,,1.0,reviewed,hv,hv
182,1970-02-06T11:59:07.490Z,19.3941667,-155.2841667,1.281,1.41,ml,8.0,129.0,,0.03,hv,hv19700358,2020-03-31T19:49:20.810Z,"7 km SW of Volcano, Hawaii",earthquake,0.44,0.57,,1.0,reviewed,hv,hv
183,1970-02-06T10:32:14.740Z,19.381166699999998,-155.2815,1.886,2.2,ml,13.0,98.0,,0.15,hv,hv19700357,2020-03-31T19:49:20.670Z,"8 km SW of Volcano, Hawaii",earthquake,0.67,0.56,0.06,1.0,reviewed,hv,hv
184,1970-02-06T10:26:58.330Z,19.3926667,-155.26516669999998,1.541,1.1,ml,8.0,111.0,,0.03,hv,hv19700356,2020-03-31T19:49:20.540Z,"6 km SSW of Volcano, Hawaii",earthquake,0.51,0.53,,1.0,reviewed,hv,hv
185,1970-02-06T08:19:24.180Z,19.385666699999998,-155.28216669999998,1.3259999999999998,2.36,ml,13.0,57.0,,0.06,hv,hv19700355,2020-03-31T19:49:20.410Z,"8 km SW of Volcano, Hawaii",earthquake,0.38,0.29,,1.0,reviewed,hv,hv
186,1970-02-06T07:23:57.910Z,19.3846667,-155.2813333,1.056,1.49,ml,12.0,79.0,,0.15,hv,hv19700354,2020-03-31T19:49:20.270Z,"8 km SW of Volcano, Hawaii",earthquake,0.58,0.37,0.01,1.0,reviewed,hv,hv
187,1970-02-06T04:49:10.460Z,19.3895,-155.283,1.406,,,7.0,130.0,,0.03,hv,hv19700353,2020-03-31T19:49:20.130Z,"7 km SW of Volcano, Hawaii",earthquake,0.55,0.67,,,reviewed,hv,hv
188,1970-02-06T02:35:42.980Z,19.3885,-155.281,1.611,1.59,ml,10.0,135.0,,0.11,hv,hv19700352,2020-03-31T19:49:19.980Z,"7 km SW of Volcano, Hawaii",earthquake,0.72,0.43,0.1,1.0,reviewed,hv,hv
189,1970-02-06T02:17:34.000Z,12.687000000000001,121.92399999999999,25.0,6.0,mw,,,,,iscgem,iscgem798863,2020-07-10T00:23:22.395Z,"17 km WNW of Calatrava, Philippines",earthquake,,,,,automatic,iscgem,iscgem
190,1970-02-06T01:58:39.680Z,19.325,-155.1238333,1.724,2.4,ml,16.0,195.0,,0.24,hv,hv19700351,2020-03-31T19:49:19.800Z,"15 km S of Fern Forest, Hawaii",earthquake,0.9,1.44,0.01,1.0,reviewed,hv,hv
191,1970-02-06T00:11:48.000Z,54.513000000000005,163.189,20.0,6.0,mw,,,,,iscgem,iscgem798861,2015-05-13T18:53:03.000Z,"196 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,,,,,automatic,iscgem,iscgem
192,1970-02-05T22:10:28.220Z,19.3798333,-155.285,1.796,2.74,ml,16.0,62.0,,0.14,hv,hv19700350,2020-03-31T19:49:19.620Z,"8 km SW of Volcano, Hawaii",earthquake,0.42,0.4,0.04,1.0,reviewed,hv,hv
193,1970-02-05T22:07:00.950Z,19.5895,-155.3353333,13.085999999999999,2.32,ml,17.0,92.0,,0.09,hv,hv19700349,2020-03-31T19:49:19.440Z,"19 km NNW of Volcano, Hawaii",earthquake,0.56,1.08,0.09,2.0,reviewed,hv,hv
194,1970-02-05T22:06:01.000Z,12.584000000000001,121.95200000000001,15.0,6.7,mw,,,,,iscgem,iscgem798855,2020-07-10T00:23:06.315Z,"13 km NNW of Panique, Philippines",earthquake,,,,,automatic,iscgem,iscgem
195,1970-02-05T17:43:36.890Z,20.1028333,-155.7328333,4.107,,,12.0,347.0,,0.06,hv,hv19700348,2020-03-31T19:49:19.240Z,"10 km NW of Waimea, Hawaii",earthquake,8.14,10.55,,,reviewed,hv,hv
196,1970-02-05T17:26:30.960Z,19.423333300000003,-156.0545,9.637,,,6.0,305.0,,0.04,hv,hv19700347,2020-03-31T19:49:19.090Z,"16 km WSW of Captain Cook, Hawaii",earthquake,6.51,8.68,,,reviewed,hv,hv
197,1970-02-05T16:59:59.330Z,19.3836667,-155.2788333,1.496,0.81,ml,8.0,111.0,,0.05,hv,hv19700346,2020-03-31T19:49:18.920Z,"8 km SW of Volcano, Hawaii",earthquake,0.37,0.39,,1.0,reviewed,hv,hv
198,1970-02-05T15:32:57.900Z,19.3071667,-155.21783330000002,-0.37799999999999995,1.92,ml,19.0,194.0,,0.26,hv,hv19700345,2020-03-31T19:49:18.710Z,"15 km S of Volcano, Hawaii",earthquake,1.14,0.44,,1.0,reviewed,hv,hv
199,1970-02-05T15:00:02.780Z,37.0,-116.0,6.0,4.15,ml,15.0,252.0,1.749,0.72,ci,ci3324934,2016-01-29T01:24:07.310Z,"68km E of Beatty, NV",nuclear explosion,99.0,31.61,0.285,9.0,reviewed,ci,ci
200,1970-02-05T14:41:40.000Z,46.931999999999995,154.204,25.0,5.7,mw,,,,,iscgem,iscgem798845,2015-05-13T18:53:03.000Z,east of the Kuril Islands,earthquake,,,,,automatic,iscgem,iscgem
201,1970-02-05T12:46:38.000Z,46.943000000000005,154.2,22.2,6.0,mw,,,,,iscgem,iscgem798843,2015-05-13T18:53:03.000Z,east of the Kuril Islands,earthquake,,,,,automatic,iscgem,iscgem
202,1970-02-05T12:18:43.360Z,19.325166699999997,-155.137,6.062,1.57,ml,18.0,214.0,,0.12,hv,hv19700344,2020-03-31T19:49:18.540Z,"15 km S of Fern Forest, Hawaii",earthquake,1.53,1.3,,1.0,reviewed,hv,hv
203,1970-02-05T12:09:13.980Z,19.338333300000002,-155.13383330000002,5.612,,,16.0,210.0,,0.07,hv,hv19700343,2020-03-31T19:49:18.360Z,"14 km S of Fern Forest, Hawaii",earthquake,1.08,1.12,,,reviewed,hv,hv
204,1970-02-05T11:57:50.640Z,19.192166699999998,-155.0555,47.562,,,17.0,237.0,,0.09,hv,hv19700342,2020-03-31T19:49:18.220Z,"31 km SSE of Fern Forest, Hawaii",earthquake,1.73,1.95,,,reviewed,hv,hv
205,1970-02-05T11:40:43.190Z,19.3831667,-155.2815,1.696,,,8.0,153.0,,0.03,hv,hv19700341,2020-03-31T19:49:18.090Z,"8 km SW of Volcano, Hawaii",earthquake,0.71,0.61,,,reviewed,hv,hv
206,1970-02-05T10:20:53.920Z,19.351833300000003,-155.4793333,7.768,3.61,ml,20.0,102.0,,0.11,hv,hv19700340,2020-03-31T19:49:17.950Z,"16 km N of P?hala, Hawaii",earthquake,0.6,0.98,0.2,3.0,reviewed,hv,hv
207,1970-02-05T08:38:11.790Z,19.4055,-155.2783333,0.10400000000000001,1.26,ml,6.0,172.0,,0.12,hv,hv19700339,2020-03-31T19:49:17.820Z,"6 km SW of Volcano, Hawaii",earthquake,0.7,0.46,,1.0,reviewed,hv,hv
208,1970-02-05T08:29:59.460Z,19.4085,-155.2791667,0.161,1.7,ml,11.0,150.0,,0.12,hv,hv19700338,2020-03-31T19:49:17.680Z,"6 km SW of Volcano, Hawaii",earthquake,0.6,0.29,,1.0,reviewed,hv,hv
209,1970-02-05T06:56:59.930Z,20.0038333,-155.5535,0.405,,,14.0,226.0,,0.11,hv,hv19700337,2020-03-31T19:49:17.540Z,"12 km SW of Honoka‘a, Hawaii",earthquake,1.62,1.52,,,reviewed,hv,hv
210,1970-02-05T06:43:48.800Z,19.077666699999998,-155.3943333,32.448,,,15.0,228.0,,0.08,hv,hv19700336,2020-03-31T19:48:22.730Z,"16 km SSE of P?hala, Hawaii",earthquake,2.57,4.84,,,reviewed,hv,hv
211,1970-02-05T06:42:56.690Z,19.406,-155.27583330000002,-0.009000000000000001,1.97,ml,10.0,163.0,,0.13,hv,hv19700335,2020-03-31T19:48:22.590Z,"5 km SW of Volcano, Hawaii",earthquake,0.41,0.28,,1.0,reviewed,hv,hv
212,1970-02-05T05:51:16.200Z,19.3813333,-155.2826667,1.146,,,9.0,160.0,,0.05,hv,hv19700334,2020-03-31T19:48:22.460Z,"8 km SW of Volcano, Hawaii",earthquake,0.63,0.44,,,reviewed,hv,hv
213,1970-02-05T03:40:03.000Z,24.371,102.302,23.5,5.8,mw,,,,,iscgem,iscgem798832,2020-07-10T00:22:52.880Z,"24 km W of Yuxi, China",earthquake,,,,,automatic,iscgem,iscgem
214,1970-02-05T02:59:29.430Z,19.3961667,-155.2575,1.146,,,8.0,180.0,,0.07,hv,hv19700333,2020-03-31T19:48:22.310Z,"5 km SSW of Volcano, Hawaii",earthquake,0.59,0.71,,,reviewed,hv,hv
215,1970-02-05T01:18:18.880Z,46.4285,-119.29983329999999,-0.28300000000000003,2.0,md,7.0,116.0,0.1697,0.16,uw,uw10836078,2016-07-24T23:40:16.560Z,"14 km NNE of West Richland, Washington",earthquake,0.036000000000000004,0.09,0.32,0.0,reviewed,uw,uw
216,1970-02-05T01:04:49.210Z,19.328166699999997,-155.218,5.312,,,17.0,200.0,,0.11,hv,hv19700332,2020-03-31T19:48:22.170Z,"12 km S of Volcano, Hawaii",earthquake,1.04,1.25,,,reviewed,hv,hv
217,1970-02-04T19:20:57.340Z,19.3468333,-155.29483330000002,28.588,2.27,ml,17.0,72.0,,0.06,hv,hv19700331,2020-03-31T19:48:22.030Z,"12 km SSW of Volcano, Hawaii",earthquake,1.06,1.5,,1.0,reviewed,hv,hv
218,1970-02-04T17:47:03.160Z,19.3888333,-155.2783333,1.436,,,8.0,117.0,,0.04,hv,hv19700330,2020-03-31T19:48:21.890Z,"7 km SW of Volcano, Hawaii",earthquake,0.44,0.43,,,reviewed,hv,hv
219,1970-02-04T17:00:00.160Z,37.0981667,-116.0265,0.6,5.1,ml,16.0,255.0,1.7630000000000001,1.31,ci,ci3324933,2016-01-29T01:08:54.620Z,"68km ENE of Beatty, NV",nuclear explosion,99.0,31.61,0.24600000000000002,9.0,reviewed,ci,ci
220,1970-02-04T16:08:25.570Z,19.396333300000002,-155.3168333,26.614,3.24,ml,21.0,64.0,,0.11,hv,hv19700329,2020-03-31T19:48:21.750Z,"10 km WSW of Volcano, Hawaii",earthquake,0.59,1.04,0.14,1.0,reviewed,hv,hv
221,1970-02-04T15:17:32.540Z,19.388666699999998,-155.2841667,1.251,1.47,ml,9.0,102.0,,0.02,hv,hv19700328,2020-03-31T19:48:21.600Z,"7 km SW of Volcano, Hawaii",earthquake,0.39,0.44,,1.0,reviewed,hv,hv
222,1970-02-04T11:20:06.250Z,19.3858333,-155.2815,1.511,,,6.0,148.0,,0.02,hv,hv19700327,2020-03-31T19:48:21.470Z,"8 km SW of Volcano, Hawaii",earthquake,0.62,0.9,,,reviewed,hv,hv
223,1970-02-04T11:15:24.210Z,19.385,-155.2801667,1.3359999999999999,,,6.0,147.0,,0.03,hv,hv19700326,2020-03-31T19:48:21.340Z,"8 km SW of Volcano, Hawaii",earthquake,0.56,0.6,,,reviewed,hv,hv
224,1970-02-04T11:05:24.950Z,19.3875,-155.2798333,1.3359999999999999,2.67,ml,20.0,53.0,,0.12,hv,hv19700325,2020-03-31T19:48:21.180Z,"7 km SW of Volcano, Hawaii",earthquake,0.34,0.23,0.04,1.0,reviewed,hv,hv
225,1970-02-04T10:29:44.880Z,19.387666699999997,-155.28066669999998,1.946,2.74,ml,13.0,103.0,,0.09,hv,hv19700324,2020-03-31T19:48:20.930Z,"7 km SW of Volcano, Hawaii",earthquake,0.46,0.36,,1.0,reviewed,hv,hv
226,1970-02-04T09:59:38.820Z,19.4338333,-155.257,-1.09,1.91,ml,6.0,288.0,,0.19,hv,hv19700323,2020-03-31T19:48:20.790Z,"2 km WSW of Volcano, Hawaii",earthquake,1.49,0.59,,1.0,reviewed,hv,hv
227,1970-02-04T09:40:35.860Z,19.402333300000002,-155.2836667,-0.24600000000000002,1.54,ml,7.0,130.0,,0.14,hv,hv19700322,2020-03-31T19:48:20.650Z,"6 km SW of Volcano, Hawaii",earthquake,0.56,0.39,,1.0,reviewed,hv,hv
228,1970-02-04T09:28:38.770Z,19.4018333,-155.2786667,-0.039,1.59,ml,10.0,159.0,,0.11,hv,hv19700321,2020-03-31T19:48:20.520Z,"6 km SW of Volcano, Hawaii",earthquake,0.54,0.36,,1.0,reviewed,hv,hv
229,1970-02-04T09:10:35.480Z,19.4025,-155.2798333,-0.249,1.56,ml,10.0,93.0,,0.11,hv,hv19700320,2020-03-31T19:48:20.390Z,"6 km SW of Volcano, Hawaii",earthquake,0.43,0.32,,1.0,reviewed,hv,hv
230,1970-02-04T08:50:03.190Z,19.4005,-155.2816667,-0.149,2.06,ml,12.0,91.0,,0.14,hv,hv19700319,2020-03-31T19:48:20.250Z,"6 km SW of Volcano, Hawaii",earthquake,0.44,0.35,,1.0,reviewed,hv,hv
231,1970-02-04T06:49:32.100Z,20.737333300000003,-155.6548333,3.2119999999999997,,,6.0,350.0,,0.17,hv,hv19700318,2020-03-31T19:48:20.120Z,"35 km E of Hana, Hawaii",earthquake,11.68,15.01,,,reviewed,hv,hv
232,1970-02-04T05:41:17.180Z,19.315666699999998,-155.1538333,-0.563,2.18,ml,17.0,213.0,,0.14,hv,hv19700317,2020-03-31T19:48:19.980Z,"16 km SSE of Volcano, Hawaii",earthquake,1.11,0.31,0.12,1.0,reviewed,hv,hv
233,1970-02-04T05:08:48.000Z,15.517999999999999,-99.57600000000001,10.0,6.4,mw,,,,,iscgem,iscgem798802,2015-05-13T18:53:03.000Z,"130 km S of San Andrés Playa Encantada (El Podrido), Mexico",earthquake,,,,,automatic,iscgem,iscgem
234,1970-02-04T04:17:20.870Z,19.2786667,-155.429,2.888,2.05,ml,9.0,334.0,,0.31,hv,hv19700316,2020-03-31T19:48:19.840Z,"9 km NNE of P?hala, Hawaii",earthquake,12.31,25.95,,1.0,reviewed,hv,hv
235,1970-02-04T01:03:36.710Z,19.3846667,-155.2811667,2.176,,,13.0,102.0,,0.07,hv,hv19700315,2020-03-31T19:48:19.700Z,"8 km SW of Volcano, Hawaii",earthquake,0.47,0.34,,,reviewed,hv,hv
236,1970-02-03T19:17:17.000Z,43.341,147.929,29.3,5.7,mw,,,,,iscgem,iscgem798790,2015-05-13T18:53:03.000Z,"110 km ESE of Shikotan, Russia",earthquake,,,,,automatic,iscgem,iscgem
237,1970-02-03T17:59:15.470Z,19.399333300000002,-155.5185,2.045,2.08,ml,10.0,118.0,,0.25,hv,hv19700314,2020-03-31T19:48:19.570Z,"22 km N of P?hala, Hawaii",earthquake,0.9,4.54,,1.0,reviewed,hv,hv
238,1970-02-03T17:07:10.510Z,19.3463333,-155.48166669999998,10.798,3.54,ml,20.0,105.0,,0.11,hv,hv19700313,2020-03-31T19:48:19.420Z,"15 km N of P?hala, Hawaii",earthquake,0.6,0.66,0.21,1.0,reviewed,hv,hv
239,1970-02-03T16:37:30.020Z,19.486333300000002,-155.8415,3.7489999999999997,3.16,ml,20.0,141.0,,0.19,hv,hv19700312,2020-03-31T19:48:19.280Z,"4 km NE of Honaunau-Napoopoo, Hawaii",earthquake,1.0,1.55,,1.0,reviewed,hv,hv
240,1970-02-03T16:07:17.460Z,19.3858333,-155.2801667,1.8659999999999999,1.52,ml,9.0,109.0,,0.06,hv,hv19700311,2020-03-31T19:48:19.120Z,"7 km SW of Volcano, Hawaii",earthquake,0.51,0.58,,1.0,reviewed,hv,hv
241,1970-02-03T13:13:20.870Z,19.3408333,-155.2075,5.202000000000001,,,18.0,193.0,,0.1,hv,hv19700310,2020-03-31T19:48:18.980Z,"11 km SSE of Volcano, Hawaii",earthquake,0.82,1.02,,,reviewed,hv,hv
